"sample.clean","tree.id","sample","species","ref.chron","dated","truncated","nrings","completed.by","completed.date","previous crossdating results","Alignment good through","previous crossdating notes","previous crossdating notes2"
"1258","1258","1258",NA,FALSE,TRUE,"no",105,"Sky","5/12/2015 10:44:29","Good alignment through year X",1933,"",""
"1373","1373","1373",NA,FALSE,TRUE,"no",105,"Alec","5/14/2015 11:21:13","Good alignment throughout",NA,"",""
"2085","2085","2085",NA,FALSE,TRUE,"no",105,"Sky","5/5/2015 10:58:42","Good alignment throughout",NA,"",""
"2560","2560","2560",NA,FALSE,TRUE,"no",105,"Alec","4/30/2015 16:09:46","Good alignment throughout",NA,"",""
"2599","2599","2599",NA,FALSE,TRUE,"no",105,"Alec","4/2/2015 13:59:36","Good alignment through year X",1909,"",""
"PM35","PM35","PM35",NA,FALSE,TRUE,"no",105,"Morgan","6/19/2015 10:48:23","Good alignment through year X",1955,"",""
"1028","1028","1028",NA,FALSE,TRUE,"no",104,"Sky","5/14/2015 12:21:06","Good alignment throughout",NA,"",""
"1163","1163","1163",NA,FALSE,TRUE,"no",104,"Morgan","6/18/2015 12:01:33","Good alignment throughout",NA,"",""
"1466","1466","1466",NA,FALSE,TRUE,"no",104,"Sky","4/27/2015 14:23:46","Good alignment throughout",NA,"",""
"2528","2528","2528",NA,FALSE,TRUE,"no",104,"Alec","4/14/2015 10:48:51","Good alignment through year X",1960,"","Outer rings are very hard to see, may not be marked correctly and be affecting alignment"
"PM109","PM109","PM109",NA,FALSE,TRUE,"no",104,"Cameron","10/26/2015 12:53:07","Good alignment through year X",1931,"Josh had added a  ring that didn't make sense, but I noticed you could add a ring that made sense that did the same job. ",""
"1021","1021","1021",NA,FALSE,TRUE,"no",103,"Joshua","7/2/2015 13:02:24","Good alignment throughout",NA,"",""
"1332","1332","1332",NA,FALSE,TRUE,"no",103,"Alec","5/12/2015 11:20:10","Good alignment throughout",NA,"",""
"1380","1380","1380",NA,FALSE,TRUE,"no",102,"Rosie","3/3/2015 12:03:06","Good alignment throughout",NA,"",""
"1397","1397","1397",NA,FALSE,TRUE,"no",102,"Alec","5/5/2015 11:13:38","Good alignment throughout",NA,"",""
"1471","1471","1471",NA,FALSE,TRUE,"no",102,"Cameron","10/12/2015 13:55:29","Good alignment throughout",NA,"Done during task A.3- clarified an unc and also redated core",""
"2161","2161","2161",NA,FALSE,TRUE,"no",102,"Sky","5/20/2015 16:42:20","Good alignment through year X",1950,"",""
"PM113","PM113","PM113",NA,FALSE,TRUE,"no",102,"Joshua","7/9/2015 13:59:25","Good alignment throughout",NA,"really tough core. ref chron all used","Not sure if dating made sense"
"PM21","PM21","PM21",NA,FALSE,TRUE,"no",102,"Cameron","4/21/2017 14:08:58","Good alignment throughout",NA,"",""
"1007","1007","1007",NA,FALSE,TRUE,"no",101,"Joshua","7/2/2015 13:07:19","Good alignment throughout",NA,"",""
"1022","1022","1022",NA,FALSE,TRUE,"no",101,"Cole","3/16/2015 12:50:20","Good alignment throughout",NA,"",""
"1040","1040","1040",NA,FALSE,TRUE,"no",101,"Sky","5/20/2015 17:00:05","Good alignment throughout",NA,"limited alignment with plot crossdating (1945 vs 1932))",""
"1448B","1448","1448B",NA,FALSE,TRUE,"no",101,"Sky","5/20/2015 16:23:28","Good alignment throughout",NA,"",""
"1348","1348","1348",NA,FALSE,TRUE,"no",100,"Sky","4/28/2015 11:42:28","Good alignment through year X",1922,"truncated alignment at 1975 because of poor alignment","check dating"
"1416","1416","1416",NA,FALSE,TRUE,"no",100,"Alec","4/2/2015 14:10:11","Good alignment throughout",NA,"",""
"1470","1470","1470",NA,FALSE,TRUE,"no",100,"Alec","5/12/2015 11:38:36","Good alignment throughout",NA,"",""
"1454","1454","1454",NA,FALSE,TRUE,"no",99,"Sky","5/20/2015 16:13:46","Good alignment throughout",NA,"",""
"2005","2005","2005",NA,FALSE,TRUE,"no",99,"Alec","4/30/2015 16:13:48","Good alignment throughout",NA,"",""
"2132","2132","2132",NA,FALSE,TRUE,"no",99,"Sky","4/20/2015 13:42:15","Good alignment through year X",1913,"",""
"1047","1047","1047",NA,FALSE,TRUE,"no",98,"Rosie","3/3/2015 12:16:34","Good alignment through year X",1931,"","97&'96 outliers on curve display, on core look very normal. Everything else looks ok?"
"PM106","PM106","PM106",NA,FALSE,TRUE,"no",98,"Joshua","7/13/2015 14:03:26","Good alignment throughout",NA,"ref chron all used. Alignment in beginning could be better",""
"1024","1024","1024",NA,FALSE,TRUE,"no",97,"Cole","3/16/2015 12:53:00","Good alignment throughout",NA,"",""
"1351","1351","1351",NA,FALSE,TRUE,"no",97,"Alec","5/5/2015 11:34:40","Poor alignment  throughout",NA,"",""
"1368Z","1368","1368Z",NA,FALSE,TRUE,"no",97,"Alec","5/14/2015 11:26:12","Good alignment throughout",NA,"",""
"2136","2136","2136",NA,FALSE,TRUE,"no",97,"Sky","5/19/2015 13:06:08","Good alignment through year X",1944,"limited alignment with plot crossdating compared to cluster cross dating (1962 vs 1950)",""
"1008","1008","1008",NA,FALSE,TRUE,"no",96,"Cole","3/16/2015 12:56:26","Good alignment throughout",NA,"",""
"1023","1023","1023",NA,FALSE,TRUE,"no",96,"Cole","3/16/2015 13:00:42","Good alignment throughout",NA,"",""
"1092","1092","1092",NA,FALSE,TRUE,"no",96,"Alec","5/14/2015 16:16:48","Good alignment throughout",NA,"",""
"1095","1095","1095",NA,FALSE,TRUE,"no",96,"Sky","5/20/2015 17:09:13","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15",""
"1180","1180","1180",NA,FALSE,TRUE,"no",96,"Derek","8/27/2015 13:20:05","Good alignment throughout",NA,"mild aberration at 1958",""
"1361","1361","1361",NA,FALSE,TRUE,"no",96,"Sky","5/19/2015 12:12:02","Good alignment throughout",NA,"crossdating by plot limited alignment length compared crossdating by cluster (1960 vs 1943)",""
"2101","2101","2101",NA,FALSE,TRUE,"no",96,"Sky","5/19/2015 12:45:22","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/14/15",""
"1091","1091","1091",NA,FALSE,TRUE,"no",95,"Sky","5/20/2015 17:08:26","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15",""
"1211","1211","1211",NA,FALSE,TRUE,"no",95,"Alec","5/5/2015 11:12:15","Good alignment throughout",NA,"",""
"1026","1026","1026",NA,FALSE,TRUE,"no",94,"Joshua","6/27/2015 11:37:24","Good alignment throughout",NA,"",""
"1362","1362","1362",NA,FALSE,TRUE,"no",94,"Alec","5/14/2015 11:08:40","Good alignment throughout",NA,"",""
"2060","2060","2060",NA,FALSE,TRUE,"no",94,"Sky","5/12/2015 11:03:56","Good alignment throughout",NA,"",""
"2585","2585","2585",NA,FALSE,TRUE,"no",94,"Alec","4/2/2015 14:25:32","Good alignment through year X",1973,"no clear way to improve alignment after 1973",""
"1030","1030","1030",NA,FALSE,TRUE,"no",93,"Sky","5/14/2015 12:26:39","Good alignment through year X",1926,"","can alignment be improved in beginning?"
"1213","1213","1213",NA,FALSE,TRUE,"no",93,"Rosie","3/3/2015 12:36:01","Good alignment throughout",NA,"",""
"1311","1311","1311",NA,FALSE,TRUE,"no",93,"Joshua","6/27/2015 11:35:55","Good alignment throughout",NA,"",""
"1448","1448","1448",NA,FALSE,TRUE,"no",93,"Sky","5/20/2015 16:13:01","Poor alignment  throughout",NA,"deleting adding ring made sense by plotcrossdating",""
"1499","1499","1499",NA,FALSE,TRUE,"no",93,"Alec","4/2/2015 14:29:39","Good alignment throughout",NA,"",""
"2543","2543","2543",NA,FALSE,TRUE,"no",93,"Alec","4/2/2015 14:45:29","Good alignment throughout",NA,"",""
"PM49","PM49","PM49",NA,FALSE,TRUE,"no",93,"Joshua","7/21/2015 10:27:31","Good alignment throughout",NA,"ref chron all used",""
"1368","1368","1368",NA,FALSE,TRUE,"no",92,"Alec","5/12/2015 11:47:43","Good alignment throughout",NA,"",""
"2014","2014","2014",NA,FALSE,TRUE,"no",92,"Alec","4/2/2015 14:39:19","Good alignment throughout",NA,"",""
"2126","2126","2126",NA,FALSE,TRUE,"no",92,"Sky","4/23/2015 10:52:21","Good alignment through year X",1920,"had to delete many rings that didn't make sense in image but dramatically improved alignment",""
"1208","1208","1208",NA,FALSE,TRUE,"no",91,"Sky","5/19/2015 11:54:27","Poor alignment  throughout",NA,"",""
"1276","1276","1276",NA,FALSE,TRUE,"no",91,"Sky","5/20/2015 16:06:54","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15","check alignment"
"1357","1357","1357",NA,FALSE,TRUE,"no",91,"Alec","5/14/2015 16:15:02","Good alignment throughout",NA,"",""
"1459","1459","1459",NA,FALSE,TRUE,"no",91,"Cameron","7/2/2015 13:30:20","Good alignment throughout",NA,"This is a resubmission. There were weird uncs at the end, It was dated extremely (1989), and the redating made it make more sense. Also deleted rings that made no sense and added necessary rings, and corellation went up. ",""
"1477","1477","1477",NA,FALSE,TRUE,"no",91,"Alec","5/14/2015 16:13:55","Good alignment throughout",NA,"",""
"1478","1478","1478",NA,FALSE,TRUE,"no",91,"Alec","5/5/2015 11:28:45","Good alignment throughout",NA,"",""
"2117","2117","2117",NA,FALSE,TRUE,"no",90,"Sky","3/30/2015 14:58:17","Good alignment through year X",1920,"",""
"2545","2545","2545",NA,FALSE,TRUE,"no",90,"Alec","4/30/2015 16:24:26","Good alignment throughout",NA,"",""
"1029","1029","1029",NA,FALSE,TRUE,"no",89,"Sky","5/13/2015 17:46:34","Good alignment through year X",1929,"",""
"1057","1057","1057",NA,FALSE,TRUE,"no",89,"Sky","5/19/2015 11:38:07","Good alignment through year X",1968,"Modified by Cameron for task C.1: 10/12/15",""
"PM20A","PM20","PM20A",NA,FALSE,TRUE,"no",89,"Cameron","10/19/2015 17:14:08","Good alignment through year X",1949,"",""
"1060","1060","1060",NA,FALSE,TRUE,"no",88,"Alec","5/5/2015 11:35:55","Good alignment through year X",1946,"",""
"1168","1168","1168",NA,FALSE,TRUE,"no",88,"Morgan","6/18/2015 12:10:55","Good alignment throughout",NA,"",""
"1278","1278","1278",NA,FALSE,TRUE,"no",88,"Sky","5/20/2015 16:07:45","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15",""
"1482Z","1482","1482Z",NA,FALSE,TRUE,"no",88,"Sky","5/27/2015 17:33:13","Good alignment throughout",NA,"","check deletion of rings in beginning"
"2137","2137","2137",NA,FALSE,TRUE,"no",88,"Sky","4/2/2015 11:37:36","Good alignment through year X",1924,"",""
"PM260","PM260","PM260",NA,FALSE,TRUE,"no",88,"Joshua","7/13/2015 14:31:37","Good alignment throughout",NA,"ref chron all used",""
"1308","1308","1308",NA,FALSE,TRUE,"no",87,"Cameron","9/30/2015 13:07:44","Good alignment through year X",1977,"",""
"1312","1312","1312",NA,FALSE,TRUE,"no",87,"Sky","4/28/2015 12:19:48","Good alignment throughout",NA,"",""
"1497","1497","1497",NA,FALSE,TRUE,"no",87,"Alec","3/12/2015 12:46:07","Good alignment throughout",NA,"",""
"2572","2572","2572",NA,FALSE,TRUE,"no",87,"Alec","4/2/2015 15:03:07","Good alignment through year X",1950,"","Looked like another ring should be added around 1950 but when I trying adding,  alignment did not really improve"
"4014","4014","4014",NA,FALSE,TRUE,"no",87,"Alec","5/15/2015 11:51:03","Good alignment throughout",NA,"",""
"1094","1094","1094",NA,FALSE,TRUE,"no",86,"Sky","5/20/2015 16:57:56","Good alignment throughout",NA,"",""
"1169","1169","1169",NA,FALSE,TRUE,"no",86,"Cameron","10/19/2015 18:32:01","Good alignment through year X",1957,"I deleted a ring that Josh thought made sense in the image, because upon deleting it, correlation went up. ",""
"1469","1469","1469",NA,FALSE,TRUE,"no",86,"Alec","5/12/2015 12:06:50","Good alignment throughout",NA,"",""
"PM44","PM44","PM44",NA,FALSE,TRUE,"no",86,"Morgan","6/19/2015 11:14:36","Good alignment through year X",1959,"",""
"1273","1273","1273",NA,FALSE,TRUE,"no",85,"Sky","3/4/2015 14:56:34","Good alignment throughout",NA,"",""
"1275","1275","1275",NA,FALSE,TRUE,"no",85,"Sky","5/20/2015 16:05:11","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15","check adjustments and dating"
"PM136","PM136","PM136",NA,FALSE,TRUE,"no",85,"Joshua","7/9/2015 14:11:13","Good alignment throughout",NA,"ref chron all used",""
"1037Z","1037","1037Z",NA,FALSE,TRUE,"no",84,"Sky","5/20/2015 16:57:17","Good alignment throughout",NA,"",""
"1212","1212","1212",NA,FALSE,TRUE,"no",84,"Sky","5/19/2015 11:53:28","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15",""
"1217","1217","1217",NA,FALSE,TRUE,"no",84,"Sky","5/14/2015 12:35:18","Good alignment through year X",1964,"",""
"1289","1289","1289",NA,FALSE,TRUE,"no",84,"Alec","5/12/2015 12:16:28","Good alignment throughout",NA,"",""
"1468","1468","1468",NA,FALSE,TRUE,"no",84,"Alec","5/14/2015 11:47:41","Good alignment throughout",NA,"",""
"1058","1058","1058",NA,FALSE,TRUE,"no",83,"Alec","5/12/2015 12:17:49","Good alignment throughout",NA,"",""
"1061","1061","1061",NA,FALSE,TRUE,"no",83,"Alec","5/12/2015 12:19:31","Good alignment throughout",NA,"",""
"2108","2108","2108",NA,FALSE,TRUE,"no",83,"Sky","5/12/2015 11:42:51","Good alignment through year X",1973,"",""
"2578","2578","2578",NA,FALSE,TRUE,"no",83,"Joshua","7/6/2015 21:35:30","Good alignment through year X",1955,"There were originally two points on 1948 instead of that year being set as a dual point. Fixed it but alignment at the end suffers ",""
"1082","1082","1082",NA,FALSE,TRUE,"no",82,"Alec","5/14/2015 16:11:22","Good alignment throughout",NA,"",""
"1279","1279","1279",NA,FALSE,TRUE,"no",82,"Sky","5/12/2015 11:50:47","Good alignment throughout",NA,"",""
"1476","1476","1476",NA,FALSE,TRUE,"no",82,"Alec","5/12/2015 12:28:08","Good alignment throughout",NA,"",""
"1482","1482","1482",NA,FALSE,TRUE,"no",82,"Cameron","10/6/2015 11:21:02","Good alignment throughout",NA,"Poor alignment at beginning- very messy distorted core- but gets excellent after strange looking start ","Yes- does this qualify as good alignment throughout?"
"1012","1012","1012",NA,FALSE,TRUE,"no",81,"Sky","5/20/2015 15:40:39","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15",""
"1056","1056","1056",NA,FALSE,TRUE,"no",81,"Alec","5/12/2015 12:34:25","Good alignment throughout",NA,"",""
"1209","1209","1209",NA,FALSE,TRUE,"no",81,"Rosie","3/3/2015 13:03:24","Good alignment throughout",NA,"",""
"1344","1344","1344",NA,FALSE,TRUE,"no",81,"Alec","5/5/2015 11:17:47","Good alignment throughout",NA,"",""
"1364","1364","1364",NA,FALSE,TRUE,"no",81,"Rosie","3/3/2015 13:01:00","Good alignment throughout",NA,"",""
"2607","2607","2607",NA,FALSE,TRUE,"no",81,"Alec","4/14/2015 10:14:39","Good alignment throughout",NA,"",""
"1075","1075","1075",NA,FALSE,TRUE,"no",80,"Sky","5/20/2015 15:28:57","Good alignment throughout",NA,"",""
"1299","1299","1299",NA,FALSE,TRUE,"no",80,"Alec","5/15/2015 11:53:53","Good alignment throughout",NA,"",""
"1384","1384","1384",NA,FALSE,TRUE,"no",79,"Sky","4/23/2015 13:07:17","Good alignment through year X",1952,"",""
"1025","1025","1025",NA,FALSE,TRUE,"no",78,"Sky","5/14/2015 12:36:53","Good alignment throughout",NA,"",""
"1088","1088","1088","PSME",FALSE,TRUE,"no",78,"Alec","5/12/2015 12:39:35","Good alignment throughout",NA,"",""
"1204","1204","1204",NA,FALSE,TRUE,"no",78,"Derek","5/15/2015 12:22:13","Poor alignment  throughout",NA,"","much better alignment at 8 yr offset but core has bark"
"1363","1363","1363",NA,FALSE,TRUE,"no",78,"Alec","5/12/2015 12:40:48","Good alignment throughout",NA,"",""
"2567","2567","2567",NA,FALSE,TRUE,"no",78,"Sky","5/19/2015 13:23:11","Poor alignment  throughout",NA,"",""
"1203","1203","1203",NA,FALSE,TRUE,"no",77,"Sky","4/27/2015 14:45:53","Good alignment through year X",1936,"","unclear alignment between 1969 and 1963: check if adjustments should be made?"
"1216","1216","1216",NA,FALSE,TRUE,"no",77,"Derek","5/15/2015 12:35:27","Good alignment throughout",NA,"youngest rings potentially offset but no modifications make sense",""
"1283","1283","1283",NA,FALSE,TRUE,"no",77,"Joshua","5/15/2015 13:27:51","Good alignment throughout",NA,"Tried to change but couldn't because of bark",""
"1340","1340","1340",NA,FALSE,TRUE,"no",77,"Joshua","6/28/2015 11:41:24","Poor alignment  throughout",NA,"",""
"1473","1473","1473",NA,FALSE,TRUE,"no",77,"Alec","5/12/2015 12:44:34","Good alignment throughout",NA,"",""
"PM192","PM192","PM192",NA,FALSE,TRUE,"no",77,"Sky","5/27/2015 18:39:24","Good alignment throughout",NA,"",""
"1268","1268","1268",NA,FALSE,TRUE,"no",76,"Sky","5/20/2015 15:55:41","Good alignment throughout",NA,"difficult core, could not improve by plot crossdating",""
"1365","1365","1365",NA,FALSE,TRUE,"no",76,"Sky","5/19/2015 12:06:17","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15",""
"1379","1379","1379",NA,FALSE,TRUE,"no",76,"Alec","5/14/2015 16:10:12","Good alignment throughout",NA,"",""
"2127","2127","2127",NA,FALSE,TRUE,"no",76,"Sky","3/30/2015 15:13:24","Good alignment through year X",1937,"",""
"2138","2138","2138",NA,FALSE,TRUE,"no",76,"Sky","5/13/2015 17:00:03","Good alignment through year X",1954,"",""
"1270","1270","1270",NA,FALSE,TRUE,"no",75,"Sky","5/5/2015 11:22:38","Good alignment throughout",NA,"",""
"1370","1370","1370",NA,FALSE,TRUE,"no",75,"Sky","5/19/2015 12:07:15","Good alignment throughout",NA,"",""
"2537","2537","2537",NA,FALSE,TRUE,"no",75,"Sky","5/19/2015 13:18:40","Good alignment through year X",1956,"",""
"PM272","PM272","PM272",NA,FALSE,TRUE,"no",75,"Joshua","7/11/2015 12:38:32","Good alignment throughout",NA,"ref chron all used","Plots look good to me but numbers aren't the best"
"PM285","PM285","PM285",NA,FALSE,TRUE,"no",75,"Alec","4/30/2015 16:57:51","Good alignment throughout",NA,"",""
"1483","1483","1483",NA,FALSE,TRUE,"no",74,"Alec","5/12/2015 12:55:11","Good alignment throughout",NA,"",""
"1349","1349","1349",NA,FALSE,TRUE,"no",73,"Cameron","10/7/2015 13:50:01","Good alignment throughout",NA,"",""
"1202","1202","1202",NA,FALSE,TRUE,"no",72,"Alec","5/14/2015 16:09:08","Good alignment throughout",NA,"",""
"1383","1383","1383",NA,FALSE,TRUE,"no",72,"Sky","4/28/2015 11:15:31","Poor alignment  throughout",NA,"difficult core","deletion of rings doesn't make sense in image at all- check adjustments"
"1386","1386","1386",NA,FALSE,TRUE,"no",72,"Rosie","3/3/2015 12:47:54","Good alignment throughout",NA,"","no obvious similar trend between two plots"
"2146","2146","2146",NA,FALSE,TRUE,"no",72,"Derek","3/9/2015 9:48:30","Good alignment throughout",NA,"",""
"PM132","PM132","PM132",NA,FALSE,TRUE,"no",72,"Joshua","7/9/2015 13:29:02","Good alignment throughout",NA,"ref chron all used",""
"PM286","PM286","PM286",NA,FALSE,TRUE,"no",72,"Joshua","7/14/2015 12:45:31","Good alignment throughout",NA,"ref chron all used",""
"1085","1085","1085",NA,FALSE,TRUE,"no",71,"Alec","5/12/2015 13:00:43","Good alignment through year X",1973,"",""
"1215","1215","1215",NA,FALSE,TRUE,"no",71,"Morgan","6/27/2015 12:48:04","Good alignment throughout",NA,"re-dated core to resolve ""did not make sense"" rings",""
"1357Z","1357","1357Z",NA,FALSE,TRUE,"no",71,"Sky","5/19/2015 12:07:59","Good alignment throughout",NA,"",""
"2084","2084","2084",NA,FALSE,TRUE,"no",71,"Sky","5/13/2015 16:52:41","Good alignment throughout",NA,"","or cut alignment at 1994 before added ring?"
"2092","2092","2092",NA,FALSE,TRUE,"no",70,"Sky","5/5/2015 11:14:30","Good alignment throughout",NA,"",""
"1142","1142","1142",NA,FALSE,TRUE,"no",69,"Cameron","6/25/2015 15:03:55","Good alignment throughout",NA,"",""
"1277","1277","1277",NA,FALSE,TRUE,"no",69,"Sky","5/7/2015 10:40:28","Good alignment throughout",NA,"",""
"1366","1366","1366",NA,FALSE,TRUE,"no",69,"Alec","5/5/2015 11:07:33","Good alignment throughout",NA,"",""
"2080","2080","2080",NA,FALSE,TRUE,"no",69,"Sky","5/19/2015 12:41:06","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/14/15",""
"PM219B","PM219","PM219B",NA,FALSE,TRUE,"no",69,"Sky","5/27/2015 17:19:56","Good alignment throughout",NA,"",""
"1167","1167","1167",NA,FALSE,TRUE,"no",68,"Morgan","6/18/2015 12:30:40","Good alignment through year X",1973,"",""
"1248","1248","1248",NA,FALSE,TRUE,"no",67,"Sky","4/1/2015 16:32:48","Good alignment through year X",1975,"",""
"PM291","PM291","PM291",NA,FALSE,TRUE,"no",67,"Joshua","7/14/2015 13:23:24","Good alignment throughout",NA,"ref chron all used",""
"1009","1009","1009",NA,FALSE,TRUE,"no",66,"Sky","4/30/2015 11:36:34","Good alignment throughout",NA,"",""
"1295","1295","1295",NA,FALSE,TRUE,"no",66,"Alec","5/14/2015 11:43:03","Good alignment throughout",NA,"",""
"1375","1375","1375",NA,FALSE,TRUE,"no",66,"Alec","5/12/2015 13:02:52","Good alignment throughout",NA,"",""
"2564","2564","2564",NA,FALSE,TRUE,"no",66,"Alec","4/3/2015 10:28:04","Good alignment throughout",NA,"",""
"PM55","PM55","PM55",NA,FALSE,TRUE,"no",66,"Joshua","7/14/2015 13:45:54","Good alignment through year X",1976,"ref chron all used","Dating. 2012 worked too but I went with 2002 because of the image"
"1339","1339","1339",NA,FALSE,TRUE,"no",65,"Alec","5/12/2015 13:04:17","Good alignment throughout",NA,"",""
"1002","1002","1002",NA,FALSE,TRUE,"no",63,"Alec","5/12/2015 13:07:00","Good alignment throughout",NA,"",""
"2008","2008","2008",NA,FALSE,TRUE,"no",63,"Alec","4/3/2015 10:30:05","Good alignment throughout",NA,"",""
"2500","2500","2500",NA,FALSE,TRUE,"no",63,"Cameron","7/2/2015 12:45:08","Good alignment throughout",NA,"This is a resubmitted form- person before had added rings that did not exist/did not improve corellation",""
"PM77A","PM77","PM77A",NA,FALSE,TRUE,"no",63,"Joshua","7/9/2015 14:58:42","Good alignment throughout",NA,"ref chron all used","Maybe check rings I added. Not too sure about them"
"1310","1310","1310",NA,FALSE,TRUE,"no",62,"Sky","5/13/2015 17:22:26","Good alignment throughout",NA,"",""
"1492","1492","1492",NA,FALSE,TRUE,"no",62,"Alec","4/3/2015 11:38:13","Good alignment throughout",NA,"",""
"2082","2082","2082",NA,FALSE,TRUE,"no",62,"Sky","5/13/2015 16:28:25","Good alignment throughout",NA,"",""
"8004","8004","8004",NA,FALSE,TRUE,"no",62,"Derek","8/27/2015 12:39:57","Good alignment throughout",NA,"",""
"PM82B","PM82","PM82B",NA,FALSE,TRUE,"no",62,"Joshua","7/14/2015 14:20:27","Good alignment throughout",NA,"ref chron all used",""
"1408","1408","1408",NA,FALSE,TRUE,"no",61,"Sky","5/19/2015 12:19:27","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15",""
"2534","2534","2534",NA,FALSE,TRUE,"no",61,"Joshua","7/6/2015 21:06:39","Poor alignment  throughout",NA,"Added a ring at the end improved alignment there but the middle is still messy",""
"2541","2541","2541",NA,FALSE,TRUE,"no",61,"Alec","4/3/2015 10:33:20","Good alignment throughout",NA,"",""
"2591","2591","2591",NA,FALSE,TRUE,"no",61,"Alec","4/3/2015 10:36:18","Good alignment throughout",NA,"",""
"1406","1406","1406",NA,FALSE,TRUE,"no",60,"Sky","5/13/2015 16:25:28","Good alignment through year X",1986,"alignment between 1986 and 1975 poor, but good after that; could not fix alignment ",""
"2527","2527","2527",NA,FALSE,TRUE,"no",60,"Alec","4/30/2015 17:04:30","Good alignment throughout",NA,"",""
"2531","2531","2531",NA,FALSE,TRUE,"no",60,"Alec","4/30/2015 17:08:40","Good alignment through year X",1988,"",""
"PM183","PM183","PM183",NA,FALSE,TRUE,"no",60,"Cameron","10/12/2015 14:41:26","Good alignment throughout",NA,"This was done by Cameron during task A.3 . Also, core was dated as 1982, but that lead to barely more correlation than a more likely 2010 dating. ",""
"1019","1019","1019",NA,FALSE,TRUE,"no",59,"Cameron","10/12/2015 15:20:31","Good alignment throughout",NA,"This was done by Cameron during task A.3",""
"1033","1033","1033",NA,FALSE,TRUE,"no",59,"Alec","5/12/2015 13:09:28","Good alignment throughout",NA,"",""
"1176D","1176D","1176D",NA,FALSE,TRUE,"no",59,"Derek","8/27/2015 13:13:17","Good alignment throughout",NA,"",""
"2090","2090","2090",NA,FALSE,TRUE,"no",59,"Cameron","10/7/2015 12:36:24","Good alignment throughout",NA,"",""
"PM184","PM184","PM184",NA,FALSE,TRUE,"no",59,"Joshua","7/11/2015 13:14:22","Good alignment through year X",1959,"ref chron all used","Check dating. Seems weird"
"PM104","PM104","PM104",NA,FALSE,TRUE,"no",58,"Joshua","7/14/2015 14:52:13","Good alignment throughout",NA,"ref chron all used. Alignment can't really be fixed",""
"1387","1387","1387",NA,FALSE,TRUE,"no",57,"Rosie","3/3/2015 13:22:52","Good alignment through year X",1957,"",""
"1166","1166","1166",NA,FALSE,TRUE,"no",56,"Morgan","6/17/2015 13:06:09","Good alignment through year X",1973,"",""
"1259","1259","1259",NA,FALSE,TRUE,"no",56,"Sky","3/11/2015 15:20:03","Poor alignment  throughout",NA,"",""
"2129","2129","2129",NA,FALSE,TRUE,"no",56,"Sky","5/19/2015 13:00:55","Good alignment throughout",NA,"",""
"4047","4047","4047",NA,FALSE,TRUE,"no",56,"Sky","5/13/2015 17:26:17","Poor alignment  throughout",NA,"",""
"1390","1390","1390",NA,FALSE,TRUE,"no",55,"Alec","5/12/2015 13:11:16","Good alignment throughout",NA,"",""
"1409","1409","1409",NA,FALSE,TRUE,"no",55,"Joshua","7/2/2015 12:41:58","Good alignment throughout",NA,"",""
"2121","2121","2121",NA,FALSE,TRUE,"no",55,"Cameron","6/18/2017 11:08:25","Good alignment through year X",1991,"CAMERONFINALCHECK",""
"PM280","PM280","PM280",NA,FALSE,TRUE,"no",54,"Joshua","7/15/2015 13:05:18","Good alignment throughout",NA,"ref chron all used",""
"1144B","1144","1144B",NA,FALSE,TRUE,"no",53,"Joshua","6/25/2015 15:55:33","Good alignment throughout",NA,"",""
"1325D","1325D","1325D",NA,FALSE,TRUE,"no",53,"Morgan","6/17/2015 13:56:38","Good alignment throughout",NA,"latest 5 years are questionable",""
"PM124","PM124","PM124",NA,FALSE,TRUE,"no",53,"Joshua","7/11/2015 13:51:47","Good alignment throughout",NA,"ref chron all used",""
"1201","1201","1201",NA,FALSE,TRUE,"no",52,"Alec","5/12/2015 13:16:03","Good alignment throughout",NA,"",""
"1052","1052","1052",NA,FALSE,TRUE,"no",51,"Alec","5/12/2015 13:17:32","Good alignment throughout",NA,"",""
"1467","1467","1467",NA,FALSE,TRUE,"no",51,"Alec","5/14/2015 11:05:01","Good alignment throughout",NA,"",""
"8006","8006","8006",NA,FALSE,TRUE,"no",51,"Derek","8/27/2015 13:43:36","Good alignment throughout",NA,"",""
"1346","1346","1346",NA,FALSE,TRUE,"no",50,"Sky","4/23/2015 11:58:36","Good alignment through year X",1962,"",""
"4003","4003","4003",NA,FALSE,TRUE,"no",50,"Sky","4/30/2015 12:21:14","Good alignment throughout",NA,"",""
"PM50","PM50","PM50",NA,FALSE,TRUE,"no",50,"Joshua","7/15/2015 13:25:18","Good alignment throughout",NA,"ref chron all used",""
"1486","1486","1486",NA,FALSE,TRUE,"no",49,"Alec","5/12/2015 13:21:22","Good alignment throughout",NA,"",""
